type	name	iata_code	coordinates
small_airport	Hackenburg-Penny Hill Airport		"-76.89969635009766, 41.15010070800781"
small_airport	Scandia Air Park		"-79.0342025756836, 41.930599212646484"
small_airport	Botsford Aerodrome		"-77.4542007446289, 40.113399505615234"
small_airport	Air Haven Airport		"-75.48300170898438, 41.350101470947266"
small_airport	Berwick Airport		"-76.21630096435547, 41.06949996948242"
small_airport	Tall Pines Airfield		"-77.44080352783203, 41.20140075683594"
small_airport	Shangri La Airport		"-77.47470092773438, 40.68560028076172"
heliport	Lgh-Women and Babies Hospital Heliport		"-76.35060119628906, 40.064998626708984"
heliport	Port Meadville Heliport		"-80.1709976196289, 41.5973014831543"
heliport	Pocono Mountain Heliport		"-75.31559753417969, 41.08919906616211"
small_airport	Sam's Field		"-78.62889862060547, 41.907501220703125"
heliport	Henke Heliport		"-80.30000305175781, 40.38330078125"
heliport	Moyer Heliport		"-75.58080291748047, 41.10029983520508"
heliport	Posh Heliport		"-75.33300018310547, 40.64590072631836"
small_airport	Mc Donald's Airport		"-76.153503418, 40.886199951200005"
heliport	Ellwood City Hospital Heliport		"-80.27619934082031, 40.8672981262207"
heliport	Stouffers Heliport		"-75.40799713134766, 40.089298248291016"
small_airport	Champ Field		"-77.42610168457031, 41.95899963378906"
heliport	Riddle Memorial Hospital Heliport		"-75.43160247802734, 39.912899017333984"
heliport	Pir Heliport		"-75.31990051269531, 40.72679901123047"
heliport	North Middlesex Heliport		"-77.136469, 40.257333"
small_airport	Tyler Airport		"-75.698783, 41.816719"
heliport	Allied Signal Heliport		"-76.23490142822266, 40.6786994934082"
heliport	Columbia Heliport		"-120.41200256347656, 38.03459930419922"
small_airport	Welsh Airport		"-92.82929992675781, 30.241899490356445"
closed	Bird's Nest Airport		"-97.56729888919999, 30.3966007233"
small_airport	Alvin Airpark		"-95.28910064697266, 29.41550064086914"
small_airport	Old Harbor Airport		"-153.27000427246094, 57.218101501464844"
small_airport	Davis Airport		"-122.4209976196289, 44.74570083618164"
small_airport	Powers Airport		"-124.05899810791016, 42.869598388671875"
small_airport	Stehekin State Airport		"-120.72100067138672, 48.345699310302734"
small_airport	Lesesne Airport		"-80.22329711914062, 33.36920166015625"
heliport	Seagate Helistop		"-83.53130340576172, 41.65420150756836"
small_airport	Rocking R Ranch Airport		"-100.322998046875, 30.85849952697754"
heliport	Sky Ranch Heliport		"-95.87560272216797, 32.36109924316406"
small_airport	Rockys Place Airport		"-96.36219787597656, 33.37220001220703"
small_airport	Culp Airport		"-96.7238998413086, 32.72140121459961"
small_airport	Winn Exploration Co. Inc Airport		"-100.40899658203125, 28.716899871826172"
closed	HHI Hitchcock Heliport		"-95.026603, 29.333599"
heliport	B & S Warehouse Heliport		"-95.52220153808594, 29.721900939941406"
small_airport	Flying K Airport		"-97.77950286865234, 32.82849884033203"
heliport	Bell Helicopters Auxiliary Heliport		"-97.15059661865234, 32.79899978637695"
small_airport	Los Ebanos Ranch Airport		"-98.0447006225586, 28.117000579833984"
small_airport	Skalitsky Airport		"-97.94940185546875, 26.290300369262695"
small_airport	Norman & White Airport		"-98.15249633789062, 26.361499786376953"
closed	Zimmerle Airport		"-99.5979, 32.270401"
small_airport	Hahns Airport		"-96.54969787597656, 28.94890022277832"
small_airport	Coldwater Ranch Airport		"-101.734, 36.233398"
small_airport	Kubecka Flying Service Inc. Airport		"-96.62190246582031, 28.98080062866211"
small_airport	6666 Ranch Airport		"-100.347999573, 33.6412010193"
small_airport	Mc Neill Ranch Airport		"-101.57900238, 34.837600708"
small_airport	Douglas Flying Service Private Airport		"-100.21700286865234, 33.16899871826172"
small_airport	Mc Kenzie Field		"-94.616897583, 32.816799163800006"
heliport	Waldens Creek Heliport		"-83.60679626464844, 35.790401458740234"
small_airport	Weakleys Field		"-87.0821991, 36.40620041"
heliport	Hawkins County Memorial Hospital Heliport		"-83.018798828125, 36.40039825439453"
heliport	Sixty Six Heliport		"-83.5781021118164, 35.89590072631836"
small_airport	The Aviation Valley Airport		"-86.29029846191406, 35.42190170288086"
closed	Decatur County Hospital Heliport		"-88.122036, 35.63631"
heliport	Milan General Hospital Heliport		"-88.75360107421875, 35.91279983520508"
small_airport	St. Somewhere Airport		"-89.20500183105469, 35.02389907836914"
heliport	Valley Regional Heliport		"-88.10669708251953, 36.0547981262207"
small_airport	Dripping Springs Farm Airport		"-87.24720001220703, 36.0614013671875"
small_airport	True Airport		"-101.74046325683594, 34.0892219543457"
small_airport	Worrell Airport		"-98.0730972290039, 31.177900314331055"
small_airport	Dauenhauer Field Airport		"-98.46559906, 29.0993995667"
closed	Dale Acres Airport		"-96.941902, 32.159902"
small_airport	Stampede Valley Airport		"-97.3906021118164, 31.18630027770996"
heliport	Eds Administration Nr 1 Heliport		"-96.814697265625, 33.07360076904297"
small_airport	Wood Crest Ranch Airport		"-96.20159912109375, 31.04159927368164"
heliport	Johnny Voudouris Heliport		"-97.91470336914062, 30.23270034790039"
small_airport	Rabb And Nobra Airport		"-96.581111, 30.003333"
heliport	Mcp Heliport		"-96.76689910888672, 33.02370071411133"
heliport	Department of Public Safety Heliport		"-101.8479995727539, 33.591800689697266"
heliport	Action 5 Heliport		"-97.26699829101562, 32.750099182128906"
small_airport	Circle M Ranch Airport		"-96.51439666748047, 29.834999084472656"
small_airport	Drewery Airport		"-96.78359985351562, 33.23350143432617"
small_airport	Whitfield Airport		"-101.54399871826172, 34.34339904785156"
heliport	Baptist St Anthony's Hospital Heliport		"-101.920278, 35.195"
small_airport	Jtj Ranch Airport		"-96.35669708251953, 32.08259963989258"
small_airport	Flying L Airpark		"-97.13079833984375, 32.537601470947266"
small_airport	Hess Airport		"-97.2063980102539, 32.555999755859375"
small_airport	Stovall Ranch Nr 4 Airport		"-102.79199981689453, 29.854900360107422"
small_airport	Hinsdale Airport		"-107.06900024414062, 48.38750076293945"
small_airport	Hogeland Airport		"-108.65899658203125, 48.8588981628418"
small_airport	Remo Private Airport		"-76.31770324707031, 37.81869888305664"
heliport	Atlantic Research Corp Heliport		"-77.931396484375, 38.309898376464844"
small_airport	Loury Lester Airpark		"-79.8478012084961, 36.741798400878906"
heliport	Chippenham Hospital Heliport		"-77.52690124511719, 37.52349853515625"
small_airport	Summit Airport		"-80.068882, 37.284355"
heliport	Heronwood Heliport		"-77.85800170898438, 38.9723014831543"
heliport	Roseland Rescue Squad Heliport		"-78.97889709472656, 37.76319885253906"
heliport	Northampton Accomack Memorial Hospital Heliport		"-75.86409759521484, 37.475101470947266"
heliport	Mirador Heliport		"-78.756103515625, 38.04069900512695"
small_airport	Bush Airport		"-80.2384033203125, 36.84260177612305"
heliport	Stonesprings Heliport		"-77.541151, 38.940346"
heliport	Longview Heliport		"-77.519167, 39.170278"
small_airport	Wade F Maley Field		"-80.27670288085938, 39.40700149536133"
small_airport	Caswell Airport		"-79.3927993774414, 36.39970016479492"
small_airport	Hanover Airport		"-77.02469635009766, 39.792598724365234"
heliport	St Joseph's Hospital Heliport		"-117.70899963378906, 48.29159927368164"
heliport	Sampson Heliport		"-122.20099639892578, 45.64979934692383"
small_airport	Gower Field		"-122.82099914550781, 47.11149978637695"
small_airport	Green Acres Airport		"-119.27400207519531, 46.616798400878906"
small_airport	Ochoa Field		"-119.138999939, 46.8628997803"
small_airport	Wilding Farm Airport		"-122.9489974975586, 48.56650161743164"
small_airport	Carr Airport		"-118.95600128173828, 46.278499603271484"
heliport	Metaline Radio Heliport		"-117.41600036621094, 48.91849899291992"
heliport	East Gig Harbor Heliport		"-122.5790023803711, 47.33689880371094"
heliport	Cascade Valley Hospital Heliport		"-122.10099792480469, 48.189998626708984"
small_airport	Cub Acres Airport		"-91.98770141601562, 45.18050003051758"
small_airport	Winch Airfield		"-89.91259765625, 44.495201110839844"
small_airport	St Croix Riviera Airport		"-92.75579833984375, 44.84389877319336"
closed	Will-Be-Gone Airport		"-91.5625, 45.6772"
small_airport	Saxon Airport		"-90.43160247802734, 46.515499114990234"
small_airport	Dolata Airport		"-88.0208969116211, 44.889198303222656"
closed	Mick Shier Field		"-87.627997, 44.683998"
small_airport	Walnut Wash Airport		"-89.2761001586914, 42.61040115356445"
heliport	Waukesha Memorial Hospital Heliport		"-88.2427978515625, 43.01100158691406"
small_airport	Rex Ranch Airport		"-89.26789855957031, 43.796600341796875"
small_airport	Airwolfe Airport		"-92.19879913330078, 44.49980163574219"
small_airport	Fountain Prairie Airport		"-89.01069641113281, 43.380001068115234"
small_airport	Tarrant Field		"-95.2947006225586, 32.0974006652832"
small_airport	Zadow Airstrip		"-95.954353809, 29.991738550900003"
heliport	Baylor Scott & White Medical Center - McKinney Heliport		"-96.683478, 33.220344"
heliport	Rwave Heliport		"-95.81880187988281, 29.83370018005371"
heliport	Northeast Medical Center Hospital Heliport		"-95.2750015258789, 29.994400024414062"
small_airport	Luscombe Acres Airport		"-97.19920349121094, 32.34600067138672"
small_airport	Mullins Landing Airport		"-96.385498046875, 33.13850021362305"
small_airport	Noelke Ranch Airport		"-101, 31.166799545288086"
small_airport	Cannon Aviation Airport		"-97.95439910888672, 26.308700561523438"
closed	US Coast Guard Port Safety Station Heliport		"-95.256897, 29.7286"
small_airport	Eugene's Dream Airport		"-97.67479705810547, 33.0452995300293"
small_airport	Vultures Row Airport		"-97.103104, 33.34"
small_airport	Harmony Field		"-98.37950134277344, 29.296100616455078"
small_airport	Moorestown Airpark		"-84.99590301513672, 44.462501525878906"
heliport	Candlelight Heliport		"-73.46070098876953, 41.567901611328125"
small_airport	St Helen Airport		"-84.4000015258789, 44.36669921875"
small_airport	Welke Airport		"-85.52030181884766, 45.72119903564453"
small_airport	Prickett-Grooms Field		"-88.7074542046, 46.5087530742"
closed	Arness Lake Airport		"-151.304993, 60.643902"
small_airport	Bangerter Field		"-150.959722, 60.517778"
small_airport	Randal Field		"-89.99729919433594, 35.99449920654297"
heliport	Rgnl Public Safety Training Academy Heliport		"-110.85199737548828, 32.067501068115234"
seaplane_base	Millinocket Seaplane Base		"-68.8444856, 45.7283811"
heliport	The Wilshire Thayer Heliport		"-118.43299865722656, 34.0625"
small_airport	Amargosa Airport		"-116.4260025024414, 36.295799255371094"
heliport	Greystone Heliport		"-105.39600372314453, 39.64080047607422"
small_airport	Titus Field		"-79.85260009765625, 39.49869918823242"
small_airport	Wee Bee Sky Ranch Airport		"-80.5993694, 27.562175"
heliport	Gulf Coast Helicopters Heliport		"-85.55780029296875, 30.23889923095703"
heliport	James A Haley Veterans Hospital Heliport		"-82.4292984008789, 28.063100814819336"
heliport	GDPS - Police Heliport		"-83.97049713130001, 33.9794998169"
small_airport	Nasby Airport		"-85.6864013671875, 39.52170181274414"
small_airport	Murphy Farms Airport		"-89.56829833984375, 39.42359924316406"
small_airport	Lewis Airfield		"-85.15129852294922, 39.18170166015625"
heliport	Waste Management Inc Heliport		"-87.9927978515625, 41.841400146484375"
small_airport	Maize Airport		"-97.43589782714844, 37.76559829711914"
small_airport	Vine Grove Airport		"-85.9646987915039, 37.81589889526367"
small_airport	Roland Airport		"-92.75630187988281, 31.169099807739258"
small_airport	Adams Restricted Landing Area Number 1		"-88.7500991821, 40.9416999817"
heliport	Tobey Hospital Heliport		"-70.71389770507812, 41.755001068115234"
small_airport	Washington Field		"-77.23498, 38.458734"
heliport	Charlevoix Area Hospital Heliport		"-85.2750259638, 45.314068458"
closed	Harry-Walt Airport		"-93.246101, 45.351898"
small_airport	Andrews Airport		"-94.14630126953125, 37.21780014038086"
seaplane_base	Loon Lane Seaplane Base		"-93.52220153808594, 44.60329818725586"
small_airport	Spring Hill Airport		"-75.41590118408203, 41.3474006652832"
small_airport	Martindale Executive Airpark		"-78.14800262451172, 36.54460144042969"
small_airport	Oak Creek Airport		"-101.148175, 47.933135"
small_airport	Surette Heliport		"-71.548417, 43.264916"
small_airport	Parker Airport		"-75.02459716796875, 40.676998138427734"
heliport	Lakeside Heliport		"-74.571475, 41.422053"
small_airport	Shenandoah Airpark		"-82.4791030883789, 40.920101165771484"
heliport	Crestline Hospital Heliport		"-82.7396011352539, 40.792301177978516"
small_airport	Old 66 Strip		"-94.90409851074219, 36.83369827270508"
small_airport	Goodin Creek Airport		"-123.14900207519531, 45.40959930419922"
closed	Phico Heliport		"-77.026901, 40.245601"
small_airport	Sanders Personal Use Airport		"-79.30110168457031, 41.989200592041016"
small_airport	Mead Flying Service Airport		"-117.35800170898438, 47.787200927734375"
heliport	Robinson Nuclear Power Plant Heliport		"-80.1549694, 34.4007167"
closed	BTA Heliport		"-102.081001, 31.996799"
closed	Flying Heart Ranch Airport		"-97.080803, 31.5021"
heliport	Memorial Hermann Katy Hospital Heliport		"-95.784444, 29.788889"
heliport	Tgp 17 Heliport		"-96.14579772949219, 29.532499313354492"
small_airport	Burnt Chimney Airport		"-79.82730102539062, 37.075401306152344"
heliport	Whitman Community Hospital Heliport		"-117.3759994506836, 46.874900817871094"
closed	Kanten Field		"-92.354401, 45.032203"
small_airport	Restoration Ranch Airport		"-98.04329681396484, 29.99329948425293"
small_airport	Bluff Park Farm Airport		"-149.49600219726562, 61.5275993347168"
small_airport	Sells Airport		"-86.52411, 31.808649"
heliport	Spawr Heliport		"-114.34400177001953, 34.5099983215332"
heliport	Fresh Pond Heliport		"-120.53600311279297, 38.76020050048828"
small_airport	Gunnersfield Ranch Airport		"-122.09400177001953, 39.352699279785156"
heliport	Houston Heliport		"-104.50599670410156, 39.550899505615234"
heliport	FPL Jupiter West Office Complex Heliport		"-80.3003471, 26.907"
heliport	Blackcreek International Heliport		"-81.81580352783203, 30.07390022277832"
heliport	Miami Federal Reserve Bank Heliport		"-80.341912508, 25.807396283800003"
heliport	Piedmont Newton Hospital Heliport		"-83.848699, 33.601809"
heliport	Lutheran General Hospital Heliport		"-87.8476452827, 42.0382136985"
small_airport	Morgan Airfield		"-86.00579833984375, 38.66590118408203"
small_airport	Ted's Place Airport		"-88.00060272216797, 40.42559814453125"
small_airport	Westport Airport		"-97.3844985961914, 37.647499084472656"
small_airport	Stonehenge Airport		"-95.29609680175781, 39.10419845581055"
small_airport	Sunrise Acres Airport		"-84.8727035522, 39.0348014832"
closed	Gustafson Airport		"-91.315201, 32.433101"
small_airport	Riverode Farms Airport		"-88.55979919433594, 40.842498779296875"
small_airport	Twin Eagles Airport		"-70.6010971069, 43.9668998718"
small_airport	Belleville (Johnston) Airport		"-83.51701498030002, 42.0843851004"
seaplane_base	Mattison's Seaplane Base		"-92.96659851074219, 45.28179931640625"
small_airport	Famuliner Farms Airport		"-93.38410186767578, 39.29199981689453"
small_airport	K & D Airport		"-79.44969940185547, 36.263301849365234"
small_airport	Neben Airport		"-99.82980346679688, 41.03559875488281"
heliport	Brady-Laconia Heliport		"-71.466115, 43.600928"
closed	RBH Heliport		"-74.506501, 40.540697"
heliport	St. Elizabeth Hospital Heliport		"-75.26570129394531, 43.08219909667969"
closed	Sattler Landing Strip		"-83.874901, 41.641701"
small_airport	Neuwirth Airstrip		"-98.48300170898438, 34.57619857788086"
small_airport	Cerny Airport		"-119.126242, 44.2445"
heliport	Ybp Heliport		"-76.79969787597656, 39.966800689697266"
small_airport	Schulteis Field		"-77.045533, 39.91815"
small_airport	Bates Field		"-102.23400115966797, 31.833499908447266"
